LAMMPS data file. CGCMM style. atom_style full generated by VMD/TopoTools v1.7 on Wed Oct 23 17:03:37 EDT 2019
 864 atoms
 576 bonds
 288 angles
 0 dihedrals
 0 impropers
 2 atom types
 1 bond types
 1 angle types
 0 dihedral types
 0 improper types
 -0.978563 16.701437  xlo xhi
 0.001200 23.341200  ylo yhi
 0.002820 22.022820  zlo zhi

 Masses

 1 1.007940 # 1
 2 15.999400 # 2

 Atoms # full

1 1 2 -0.847600 0.000000 2.593341 4.126393 # 2 
2 1 1 0.423800 0.000000 3.509156 3.846899 # 1 
3 1 1 0.423800 0.000000 2.634563 5.082968 # 1 
4 2 2 -0.847600 0.000000 2.593341 11.462218 # 2 
5 2 1 0.423800 0.000000 3.509156 11.182723 # 1 
6 2 1 0.423800 0.000000 2.634563 12.418793 # 1 
7 3 2 -0.847600 0.000000 2.593341 18.797997 # 2 
8 3 1 0.423800 0.000000 3.509156 18.518503 # 1 
9 3 1 0.423800 0.000000 2.634563 19.754618 # 1 
10 4 2 -0.847600 0.000000 10.374156 4.126393 # 2 
11 4 1 0.423800 0.000000 11.289926 3.846899 # 1 
12 4 1 0.423800 0.000000 10.415379 5.082968 # 1 
13 5 2 -0.847600 0.000000 10.374156 11.462218 # 2 
14 5 1 0.423800 0.000000 11.289926 11.182723 # 1 
15 5 1 0.423800 0.000000 10.415379 12.418793 # 1 
16 6 2 -0.847600 0.000000 10.374156 18.797997 # 2 
17 6 1 0.423800 0.000000 11.289926 18.518503 # 1 
18 6 1 0.423800 0.000000 10.415379 19.754618 # 1 
19 7 2 -0.847600 0.000000 18.154924 4.126393 # 2 
20 7 1 0.423800 0.000000 19.070740 3.846899 # 1 
21 7 1 0.423800 0.000000 18.196194 5.082968 # 1 
22 8 2 -0.847600 0.000000 18.154924 11.462218 # 2 
23 8 1 0.423800 0.000000 19.070740 11.182723 # 1 
24 8 1 0.423800 0.000000 18.196194 12.418793 # 1 
25 9 2 -0.847600 0.000000 18.154924 18.797997 # 2 
26 9 1 0.423800 0.000000 19.070740 18.518503 # 1 
27 9 1 0.423800 0.000000 18.196194 19.754618 # 1 
28 10 2 -0.847600 4.492250 2.593341 4.126393 # 2 
