#! FIELDS refcv.morethan b1.bias der_refcv.morethan
#! SET min_refcv.morethan 0.0
#! SET max_refcv.morethan 96.0
#! SET nbins_refcv.morethan  301
#! SET periodic_refcv.morethan false
    0.000000000   37.200027876  -12.034651411
    0.320000000   39.797957753   -4.693100167
    0.640000000   40.473617722    0.110658962
    0.960000000   39.922997787    3.072943307
    1.280000000   38.645572026    4.731246092
    1.600000000   36.990061361    5.494952363
    1.920000000   35.191203044    5.670960743
    2.240000000   33.399037737    5.484940393
    2.560000000   31.702006419    5.098862150
    2.880000000   30.144958040    4.625361996
    3.200000000   28.743001963    4.139423135
    3.520000000   27.491994062    3.687798989
    3.840000000   26.376319479    3.296542729
    4.160000000   25.374526196    2.976958779
    4.480000000   24.463269921    2.730247409
    4.800000000   23.619950386    2.551074548
    5.120000000   22.824350459    2.430264673
    5.440000000   22.059531100    2.356784625
    5.760000000   21.312185736    2.319160040
    6.080000000   20.572616026    2.306443267
    6.400000000   19.834456205    2.308831908
    6.720000000   19.094244244    2.318020054
    7.040000000   18.350914212    2.327349595
    7.360000000   17.605264762    2.331816443
    7.680000000   16.859442812    2.327975781
    8.000000000   16.116468931    2.313781394
    8.320000000   15.379820936    2.288386488
    8.640000000   14.653084511    2.251927033
    8.960000000   13.939673787    2.205303352
    9.280000000   13.242620542    2.149971310
    9.600000000   12.564427586    2.087750946
    9.920000000   11.906979903    2.020657503
   10.240000000   11.271505896    1.950757572
   10.560000000   10.658580491    1.880051316
   10.880000000   10.068161804    1.810380395
   11.200000000    9.499653314    1.743360264
   11.520000000    8.951984073    1.680334806
   11.840000000    8.423700186    1.622350842
   12.160000000    7.913061621    1.570149790
   12.480000000    7.418139322    1.524173673
   12.800000000    6.936908478    1.484582690
   13.120000000    6.467334678    1.451281667
   13.440000000    6.007450509    1.423952912
   13.760000000    5.555420928    1.402093213
   14.080000000    5.109596398    1.385052973
   14.400000000    4.668553395    1.372075750
   14.720000000    4.231122394    1.362336757
   15.040000000    3.796403862    1.354979137
   15.360000000    3.363773129    1.349147079
   15.680000000    2.932875254    1.344015117
   16.000000000    2.503611195    1.338813138
   16.320000000    2.076116700    1.332846844
   16.640000000    1.650735392    1.325513587
   16.960000000    1.227987510    1.316313648
   17.280000000    0.808535761    1.304857135
   17.600000000    0.393149615    1.290866818
   17.920000000   -0.017330699    1.274177250
   18.240000000   -0.422029380    1.254730622
   18.560000000   -0.820068458    1.232569806
   18.880000000   -1.210598580    1.207829089
   19.200000000   -1.592826536    1.180723084
   19.520000000   -1.966038997    1.151534307
   19.840000000   -2.329622146    1.120599898
   20.160000000   -2.683076960    1.088297906
   20.480000000   -3.026030107    1.055033569
   20.800000000   -3.358240488    1.021225926
   21.120000000   -3.679601599    0.987295103
   21.440000000   -3.990139963    0.953650523
   21.760000000   -4.290009972    0.920680269
   22.080000000   -4.579485527    0.888741777
   22.400000000   -4.858948943    0.858153977
   22.720000000   -5.128877559    0.829190957
   23.040000000   -5.389828598    0.802077196
   23.360000000   -5.642422724    0.776984354
   23.680000000   -5.887326840    0.754029583
   24.000000000   -6.125236565    0.733275285
   24.320000000   -6.356858857    0.714730220
   24.640000000   -6.582895191    0.698351853
   24.960000000   -6.804025669    0.684049777
   25.280000000   -7.020894373    0.671690090
   25.600000000   -7.234096258    0.661100546
   25.920000000   -7.444165782    0.652076310
   26.240000000   -7.651567470    0.644386171
   26.560000000   -7.856688498    0.637779025
   26.880000000   -8.059833387    0.631990478
   27.200000000   -8.261220805    0.626749423
   27.520000000   -8.460982444    0.621784433
   27.840000000   -8.659163912    0.616829866
   28.160000000   -8.855727498    0.611631542
   28.480000000   -9.050556685    0.605951918
   28.800000000   -9.243462222    0.599574658
   29.120000000   -9.434189555    0.592308547
   29.440000000   -9.622427397    0.583990700
   29.760000000   -9.807817211    0.574489023
   30.080000000   -9.989963355    0.563703932
   30.400000000  -10.168443657    0.551569306
   30.720000000  -10.342820182    0.538052711
   31.040000000  -10.512649950    0.523154917
   31.360000000  -10.677495395    0.506908746
   31.680000000  -10.836934352    0.489377300
   32.000000000  -10.990569396    0.470651653
   32.320000000  -11.138036349    0.450848044
   32.640000000  -11.279011836    0.430104670
   32.960000000  -11.413219750    0.408578152
   33.280000000  -11.540436548    0.386439749
   33.600000000  -11.660495307    0.363871417
   33.920000000  -11.773288507    0.341061783
   34.240000000  -11.878769516    0.318202120
   34.560000000  -11.976952809    0.295482402
   34.880000000  -12.067912933    0.273087510
   35.200000000  -12.151782303    0.251193659
   35.520000000  -12.228747892    0.229965099
   35.840000000  -12.299046921    0.209551156
   36.160000000  -12.362961655    0.190083644
   36.480000000  -12.420813444    0.171674705
   36.800000000  -12.472956140    0.154415079
   37.120000000  -12.519769034    0.138372849
   37.440000000  -12.561649465    0.123592655
   37.760000000  -12.599005262    0.110095384
   38.080000000  -12.632247150    0.097878330
   38.400000000  -12.661781288    0.086915808
   38.720000000  -12.688002077    0.077160198
   39.040000000  -12.711285354    0.068543393
   39.360000000  -12.731982123    0.060978606
   39.680000000  -12.750412906    0.054362510
   40.000000000  -12.766862835    0.048577647
   40.320000000  -12.781577541    0.043495069
   40.640000000  -12.794759930    0.038977154
   40.960000000  -12.806567868    0.034880536
   41.280000000  -12.817112826    0.031059108
   41.600000000  -12.826459482    0.027367025
   41.920000000  -12.834626284    0.023661664
   42.240000000  -12.841586936    0.019806488
   42.560000000  -12.847272789    0.015673753
   42.880000000  -12.851576063    0.011147025
   43.200000000  -12.854353833    0.006123452
   43.520000000  -12.855432705    0.000515763
   43.840000000  -12.854614083   -0.005746043
   44.160000000  -12.851679914   -0.012713352
   44.480000000  -12.846398823   -0.020417937
   44.800000000  -12.838532487   -0.028871345
   45.120000000  -12.827842167   -0.038064652
   45.440000000  -12.814095237   -0.047968609
   45.760000000  -12.797071620   -0.058534162
   46.080000000  -12.776569990   -0.069693339
   46.400000000  -12.752413642   -0.081360482
   46.720000000  -12.724455905   -0.093433809
   47.040000000  -12.692585014   -0.105797267
   47.360000000  -12.656728346   -0.118322656
   47.680000000  -12.616855936   -0.130871969
   48.000000000  -12.572983214   -0.143299928
   48.320000000  -12.525172908   -0.155456648
   48.640000000  -12.473536078   -0.167190410
   48.960000000  -12.418232254   -0.178350468
   49.280000000  -12.359468673   -0.188789861
   49.600000000  -12.297498624   -0.198368175
   49.920000000  -12.232618926   -0.206954206
   50.240000000  -12.165166570   -0.214428482
   50.560000000  -12.095514586   -0.220685596
   50.880000000  -12.024067201   -0.225636321
   51.200000000  -11.951254354   -0.229209453
   51.520000000  -11.877525675   -0.231353364
   51.840000000  -11.803344016   -0.232037237
   52.160000000  -11.729178633   -0.231251951
   52.480000000  -11.655498159   -0.229010612
   52.800000000  -11.582763447   -0.225348716
   53.120000000  -11.511420433   -0.220323928
   53.440000000  -11.441893127   -0.214015507
   53.760000000  -11.374576842   -0.206523355
   54.080000000  -11.309831788   -0.197966725
   54.400000000  -11.247977127   -0.188482604
   54.720000000  -11.189285603   -0.178223790
   55.040000000  -11.133978823   -0.167356708
   55.360000000  -11.082223275   -0.156058990
   55.680000000  -11.034127160   -0.144516868
   56.000000000  -10.989738072   -0.132922418
   56.320000000  -10.949041587   -0.121470705
   56.640000000  -10.911960769   -0.110356885
   56.960000000  -10.878356602   -0.099773300
   57.280000000  -10.848029356   -0.089906631
   57.600000000  -10.820720832   -0.080935153
   57.920000000  -10.796117480   -0.073026147
   58.240000000  -10.773854298   -0.066333503
   58.560000000  -10.753519473   -0.060995576
   58.880000000  -10.734659656   -0.057133326
   59.200000000  -10.716785785   -0.054848772
   59.520000000  -10.699379345   -0.054223800
   59.840000000  -10.681898954   -0.055319350
   60.160000000  -10.663787143   -0.058174982
   60.480000000  -10.644477212   -0.062808856
   60.800000000  -10.623400029   -0.069218109
   61.120000000  -10.599990645   -0.077379629
   61.440000000  -10.573694596   -0.087251222
   61.760000000  -10.543973773   -0.098773136
   62.080000000  -10.510311754   -0.111869921
   62.400000000  -10.472218489   -0.126452595
   62.720000000  -10.429234246   -0.142421055
   63.040000000  -10.380932760   -0.159666707
   63.360000000  -10.326923504   -0.178075235
   63.680000000  -10.266853068   -0.197529467
   64.000000000  -10.200405607   -0.217912271
   64.320000000  -10.127302373   -0.239109403
   64.640000000  -10.047300342   -0.261012258
   64.960000000   -9.960189998   -0.283520434
   65.280000000   -9.865792327   -0.306544067
   65.600000000   -9.763955110   -0.330005849
   65.920000000   -9.654548632   -0.353842687
   66.240000000   -9.537460924   -0.378006938
   66.560000000   -9.412592678   -0.402467183
   66.880000000   -9.279852005   -0.427208489
   67.200000000   -9.139149183   -0.452232141
   67.520000000   -8.990391588   -0.477554828
   67.840000000   -8.833478964   -0.503207264
   68.160000000   -8.668299232   -0.529232271
   68.480000000   -8.494724996   -0.555682325
   68.800000000   -8.312610903   -0.582616628
   69.120000000   -8.121792028   -0.610097727
   69.440000000   -7.922083389   -0.638187765
   69.760000000   -7.713280719   -0.666944446
   70.080000000   -7.495162561   -0.696416781
   70.400000000   -7.267493742   -0.726640760
   70.720000000   -7.030030234   -0.757635026
   71.040000000   -6.782525377   -0.789396707
   71.360000000   -6.524737398   -0.821897522
   71.680000000   -6.256438107   -0.855080301
   72.000000000   -5.977422632   -0.888856065
   72.320000000   -5.687519970   -0.923101791
   72.640000000   -5.386604131   -0.957659010
   72.960000000   -5.074605585   -0.992333344
   73.280000000   -4.751522679   -1.026895113
   73.600000000   -4.417432688   -1.061081092
   73.920000000   -4.072502107   -1.094597496
   74.240000000   -3.716995779   -1.127124250
   74.560000000   -3.351284452   -1.158320555
   74.880000000   -2.975850349   -1.187831741
   75.200000000   -2.591290343   -1.215297364
   75.520000000   -2.198316355   -1.240360451
   75.840000000   -1.797752624   -1.262677774
   76.160000000   -1.390529551   -1.281930961
   76.480000000   -0.977673877   -1.297838258
   76.800000000   -0.560295034   -1.310166642
   77.120000000   -0.139567594   -1.318744007
   77.440000000    0.283290133   -1.323471066
   77.760000000    0.707041227   -1.324332575
   78.080000000    1.130458709   -1.321407476
   78.400000000    1.552357103   -1.314877514
   78.720000000    1.971626451   -1.305033851
   79.040000000    2.387268070   -1.292281243
   79.360000000    2.798431182   -1.277139298
   79.680000000    3.204449429   -1.260240385
   80.000000000    3.604876131   -1.242323809
   80.320000000    3.999517027   -1.224225890
   80.640000000    4.388459162   -1.206865699
   80.960000000    4.772094477   -1.191226279
   81.280000000    5.151136673   -1.178331295
   81.600000000    5.526629871   -1.169217232
   81.920000000    5.899947706   -1.164901391
   82.240000000    6.272781558   -1.166346151
   82.560000000    6.647116840   -1.174420157
   82.880000000    7.025196494   -1.189857363
   83.200000000    7.409471181   -1.213215058
   83.520000000    7.802536069   -1.244832312
   83.840000000    8.207054608   -1.284790521
   84.160000000    8.625670274   -1.332878001
   84.480000000    9.060907922   -1.388560829
   84.800000000    9.515067124   -1.450962362
   85.120000000    9.990110690   -1.518854033
   85.440000000   10.487552413   -1.590660156
   85.760000000   11.008348954   -1.664479497
   86.080000000   11.552801684   -1.738126295
   86.400000000   12.120475083   -1.809193193
   86.720000000   12.710139076   -1.875138134
   87.040000000   13.319743201   -1.933396634
   87.360000000   13.946430854   -1.981519962
   87.680000000   14.586601817   -2.017338482
   88.000000000   15.236030789   -2.039147780
   88.320000000   15.890048557   -2.045913081
   88.640000000   16.543790587   -2.037484758
   88.960000000   17.192515004   -2.014814399
   89.280000000   17.831987902   -1.980156758
   89.600000000   18.458928479   -1.937237925
   89.920000000   19.071499229   -1.891363963
   90.240000000   19.669817099   -1.849437038
   90.560000000   20.256449569   -1.819837445
   90.880000000   20.836844789   -1.812119765
   91.200000000   21.419626416   -1.836459436
   91.520000000   22.016661272   -1.902772063
   91.840000000   22.642780531   -2.019411528
   92.160000000   23.315002159   -2.191334185
   92.480000000   24.051062844   -2.417594634
   92.800000000   24.867020745   -2.688013678
   93.120000000   25.773634864   -2.978830366
   93.440000000   26.771161574   -3.247117373
   93.760000000   27.842132330   -3.423701689
   94.080000000   28.941587413   -3.404290253
   94.400000000   29.984136925   -3.038452228
   94.720000000   30.827100265   -2.116055334
   95.040000000   31.248836946   -0.350692548
   95.360000000   30.921222384    2.640433408
   95.680000000   29.375039764    7.360777646
   96.000000000   25.956850319   14.463569304
